es,en,scores,qualify,Espanish_length,English_length,zero,uno,dos
Que vaya a hacer esas protestas en Rusia o Irán a ver si esa sonrisa perdura🤑,Go make those protests in Russia or Iran to see if that smile lasts🤑,0.1531,positive,77,68,0.5601370946480358,0.05709992486851991,0.05226209048361935
Gracias 🙌,Thank you 🙌,0.3612,positive,9,11,0.6698655417875032,0.006010518407212622,0.0078003120124804995
La deberían es meter a la cárcel,They should put them in jail,0.0,neutral,32,28,0.4794094384392301,0.023290758827948913,0.02106084243369735
Pobre zurdita utilizada por sus padres para generar dinero. 😔,Poor lefty used by her parents to generate money. 😔,-0.4767,negative,61,51,0.22805167413656735,0.04507888805409467,0.039001560062402504
"Greta nunca ha hecho nada, hace un acto de presencia desaparece y todos la idolatran solo por ser una niña","Greta has never done anything, she makes an appearance, disappears and everyone idolizes her just for being a girl",-0.34,negative,106,114,0.3001318217769575,0.07888805409466566,0.08814352574102964
"Me refiero a todas esas industrias que le hacen daño al medio ambiente, obviamente debe ser gente muy poderosa detrás de eso! Y esa muchacha debe ser un fastidio para esa gente no cree?","I mean all those industries that harm the environment, obviously there must be very powerful people behind it! And that girl must be a nuisance to those people, don't you think?",-0.1776,negative,185,177,0.3857632480885842,0.13824192336589033,0.1372854914196568
"Todo fue un montaje , ni Mándela se atrevió a tanto","It was all a setup, not even Mandela dared to do so much.",0.0,neutral,51,57,0.4794094384392301,0.03756574004507889,0.0436817472698908
Pero si se va descojonando de todo 🤣 hasta posando va ella.,But if she's getting discouraged from everything 🤣 she's even going to pose.,-0.5499,negative,59,76,0.1894542578433957,0.043576258452291516,0.05850234009360375
"Siempre le gusta llamar la atención, eso no es ayuda al planeta, solo es ser famosa y querer lucrarse ella!!! Otra payasa más","She always likes to attract attention, that's not helping the planet, it's just being famous and wanting to profit from it!!! another clown",0.8013,positive,125,139,0.9019245979435802,0.09316303531179564,0.1076443057722309
En Colombia también la idolatran 😂😂😂ahora vendrá a liderar los Gestores de pazzzzzzzzzzzzzxx😂😂😂😂😂,In Colombia they also idolize her 😂😂😂 now she will come to lead the Managers of pazzzzzzzzzzzzzxx 😂😂😂😂😂,0.0,neutral,97,103,0.4794094384392301,0.07212622088655146,0.0795631825273011
Pero que clase de comedy drama es esto!?,But what kind of comedy drama is this!?,0.4771,positive,40,39,0.730978117585025,0.029301277235161537,0.029641185647425898
Arriba los v12,Up the v12,0.0,neutral,14,10,0.4794094384392301,0.009767092411720512,0.0070202808112324495
Eso parece una sesión fotográfica,That looks like a photo shoot,0.0258,positive,33,29,0.4930134458212496,0.02404207362885049,0.0218408736349454
@andresgh28 quien diría que cerrar centrales nucleares los obligaría a explotar más carbón.,@andresgh28 who would say that closing nuclear plants would force them to exploit more coal.,-0.1027,negative,91,92,0.4252570524650672,0.067618332081142,0.07098283931357255
Se le ve muy contenta,He looks very happy,0.6115,positive,21,19,0.8018455048774057,0.015026296018031557,0.014040561622464899
Está feliz la activista de ser capturada 😂,The activist is happy to be captured 😂,0.5719,positive,42,38,0.7809649354073291,0.03080390683696469,0.028861154446177848
Ese nivel de tranquilidad 😂😂😂😂,That level of tranquility 😂😂😂😂,0.4215,positive,30,30,0.701660954389665,0.021788129226145758,0.02262090483619345
Esta cagada de la risa JAJAJAJAJSJSJDJDJDJS la amo,This shit of laughter HAHAHAHAJSJSJDJDJDJS I love her,0.5859,positive,50,53,0.7883469549169522,0.036814425244177315,0.0405616224648986
Una ficha del nuevo orden.,A token of the new order.,0.0,neutral,26,25,0.4794094384392301,0.018782870022539446,0.0187207488299532
Existen personas que no aportan nada y ella...,There are people who don't contribute anything and she...,0.0,neutral,46,57,0.4794094384392301,0.033809166040571,0.0436817472698908
Te amo hermana,Love you sister,0.6369,positive,14,15,0.8152385974162931,0.009767092411720512,0.0109204368174727
La sonrisa jajajajsjs,The smile hahahaha,0.3612,positive,21,18,0.6698655417875032,0.015026296018031557,0.01326053042121685
Digan lo que quieran pero re parada en lo suyo jajajajajajajaa,Say what you want but stop at yours hahahahahahaha,-0.3919,negative,62,50,0.27276562088056944,0.04583020285499625,0.038221528861154444
Al fin una buena noticia.,"Finally, good news.",0.4404,positive,25,19,0.7116266807276561,0.01803155522163787,0.014040561622464899
"Esta niña es un karma, solo show","This girl is a karma, just show",0.0,neutral,32,31,0.4794094384392301,0.023290758827948913,0.0234009360374415
Protesta peye esa,protest peye that,-0.25,negative,17,17,0.34758766148167675,0.012021036814425245,0.0124804992199688
Se ve feliz❤️,He looks happy ❤️,0.5719,positive,13,17,0.7809649354073291,0.009015777610818934,0.0124804992199688
PURO SHOW TODO ES PROPAGANDA DISTRACCIÓN DE DAVOS! EL QUE ENTENDIÓ ENTENDIÓ 🧐🤢🤢🤢,PURE SHOW EVERYTHING IS PROPAGANDA DISTRACTION OF DAVOS! THE ONE WHO UNDERSTOOD UNDERSTOOD 🧐🤢🤢🤢,-0.7475,negative,80,95,0.08526232533614553,0.05935386927122465,0.0733229329173167
Ella: 😌,Her: 😌,0.0,neutral,7,6,0.4794094384392301,0.004507888805409466,0.0039001560062402497
Va parchada,it's patched,0.0,neutral,11,12,0.4794094384392301,0.007513148009015778,0.00858034321372855
Y sonríe la amo,And smile I love her,0.7717,positive,15,20,0.8863168995518058,0.01051840721262209,0.014820592823712949
Que raro que hace un mes se peleó en Twitter con alguien que capturaron y ahora a ella la capturan JAJAJAJA,How strange that a month ago she had a fight on Twitter with someone who was captured and now she is being captured HAHAHAHA,-0.5267,negative,107,124,0.2016873187450567,0.07963936889556725,0.09594383775351015
En Alemania no es jodiendo como en Colombia si hace cosas contrarias a la ley tengaa,In Germany it is not fucking like in Colombia if you do things contrary to the law have a,-0.3241,negative,84,89,0.3085156867914579,0.06235912847483096,0.0686427457098284
Se fue de upj y casi la llevan a tuta q bien servicio!,"She left upj and they almost took her to tuta, what a great service!",0.6588,positive,54,68,0.8267861850777748,0.039819684447783624,0.05226209048361935
Se aprovechan de ella,They take advantage of her,0.25,positive,21,26,0.6112312153967835,0.015026296018031557,0.01950078003120125
Escuadrón anti tóxicas,anti toxic squad,-0.3182,negative,22,16,0.3116266807276562,0.015777610818933134,0.01170046801872075
"@j.cabarcas06 mira la foto, no te recuerda la foto del c3rd0 que van sacando del agua?","@j.cabarcas06 look at the photo, doesn't it remind you of the photo of the c3rd0 that they are taking out of the water?",0.0,neutral,86,119,0.4794094384392301,0.0638617580766341,0.0920436817472699
JAJAJAJAJAJAJAJAJAJAJA,HAHAHAHAHAHAHAHAHAHAHA,0.0,neutral,22,22,0.4794094384392301,0.015777610818933134,0.01638065522620905
Va muerta de la risa porque sabe que no le pasará nada por ser un títere de la elite todo esto es una de las tantas cortinas de humo 🤡🤡🤡🤡,"She's dying of laughter because she knows that nothing will happen to her for being a puppet of the elite, all this is one of the many smokescreens 🤡🤡🤡🤡",0.4939,positive,137,152,0.7398365409965726,0.10217881292261458,0.11778471138845555
QUE BUENO,THAT'S GOOD,0.4404,positive,9,11,0.7116266807276561,0.006010518407212622,0.0078003120124804995
Los unicos 5 peludos que se quejan,The only 5 furry ones who complain,-0.3612,negative,34,34,0.288953335090957,0.024793388429752067,0.02574102964118565
Este pequeño momento de mi vida se llama: Felicidad 😍,This little moment of my life is called: Happiness 😍,0.5574,positive,53,52,0.7733192723437912,0.03906836964688205,0.03978159126365055
Que vaya duerma,go sleep,0.0,neutral,15,8,0.4794094384392301,0.01051840721262209,0.00546021840873635
Ella solo va para la foto y ya 😅😅😅 va reida,She only goes for the photo and that's it 😅😅😅 she's laughing,0.4939,positive,43,60,0.7398365409965726,0.03155522163786627,0.04602184087363495
"Mi cara cuando me gasto la plata que no tenía que gastar, pero me di gusto gastandomela 🏃🏻‍♀️🏃🏻‍♀️🥲","My face when I spend the money that I didn't have to spend, but I was happy spending it 🏃🏻‍♀️🏃🏻‍♀️🥲",0.7227,positive,99,99,0.8604798312681254,0.07362885048835462,0.0764430577223089
Que fresquito 😍,How cool 😍,0.3182,positive,15,10,0.647192196150804,0.01051840721262209,0.0070202808112324495
La cara de satisfacción 😅,The face of satisfaction 😅,0.4404,positive,25,26,0.7116266807276561,0.01803155522163787,0.01950078003120125
Q parcera mas desparchada,What a parcera more dispatched,0.0,neutral,25,30,0.4794094384392301,0.01803155522163787,0.02262090483619345
👏👏👏👏 q bueno,👏👏👏👏 how good,0.4404,positive,12,13,0.7116266807276561,0.008264462809917356,0.0093603744149766
Jajajjaaj la carita,Hahaha the face,0.5574,positive,19,15,0.7733192723437912,0.0135236664162284,0.0109204368174727
Así me sacaron que días de la disco,That's how they took me out of the disco days,0.0,neutral,35,45,0.4794094384392301,0.025544703230653647,0.0343213728549142
"Greta y Andrew cada vez más parecidos, ya no se a quien creerle","Greta and Andrew more and more alike, I don't know who to believe anymore",0.0,neutral,63,73,0.4794094384392301,0.046581517655897825,0.056162246489859596
Parecen jugando a la rueda rueda de pan y canela😂😂😂😂,They seem to be playing wheel of bread and cinnamon😂😂😂😂,0.2023,positive,52,55,0.5860796203532823,0.03831705484598047,0.042121684867394704
Que buen show,what a good show,0.4404,positive,13,16,0.7116266807276561,0.009015777610818934,0.01170046801872075
Me imagino el meme ahora con esa imagen sonriendo mientras la policía la carga,I can imagine the meme now with that image smiling while being loaded by the police,0.4588,positive,78,83,0.721328763511732,0.05785123966942149,0.0639625585023401
Títere de Soros y su agenda para 2030...,Soros puppet and his agenda for 2030...,0.0,neutral,40,39,0.4794094384392301,0.029301277235161537,0.029641185647425898
Niña sin oficio,girl without a job,0.0,neutral,15,18,0.4794094384392301,0.01051840721262209,0.01326053042121685
Jajajjja que hijueputa foto,Hahahaha what a son of a bitch photo,-0.5859,negative,27,36,0.17047192196150807,0.019534184823441023,0.027301092043681748
Show,Show,0.0,neutral,4,4,0.4794094384392301,0.002253944402704733,0.00234009360374415
Jajajajajajaja,Hahahahahahaha,0.0,neutral,14,14,0.4794094384392301,0.009767092411720512,0.01014040561622465
"Y tiene una cara de tranquila, impresionante jaja","And he has a calm face, impressive haha",0.8225,positive,49,39,0.9131030846295807,0.03606311044327574,0.029641185647425898
#freetate,#freetate,0.0,neutral,9,9,0.4794094384392301,0.006010518407212622,0.0062402496099844
"Aaaay, quién hubiera pensado…no es absolutamente necesario estrangular hasta la muerte a un manifestante! Baia baia!😱debieron ahorrarse millones en servicios públicos conservando el horno crematorio apagado para estos casos!! 🧠","Aaaay, who would have thought…it is not absolutely necessary to strangle a protester to death! Baia baia!😱Millions should have been saved in public services by keeping the crematorium turned off for these cases!! 🧠",-0.5053,negative,227,214,0.21297126285262324,0.1697971450037566,0.16614664586583464
por que no viene al choco,Why doesn't he come to the crash?,-0.4019,negative,25,33,0.26749274980226734,0.01803155522163787,0.0249609984399376
Lisa simpson,Lisa Simpson,0.0,neutral,12,12,0.4794094384392301,0.008264462809917356,0.00858034321372855
No lo se rick🤔,I don't know Rick🤔,0.0,neutral,14,18,0.4794094384392301,0.009767092411720512,0.01326053042121685
Jajaja mas actuado pa donde,Hahaha more acted pa where,0.5574,positive,27,26,0.7733192723437912,0.019534184823441023,0.01950078003120125
👏👏👏,👏👏👏,0.0,neutral,3,3,0.4794094384392301,0.0015026296018031554,0.0015600624024961
@moisesdaraujo la cara,@moisesdaraujo the face,0.0,neutral,22,23,0.4794094384392301,0.015777610818933134,0.0171606864274571
Staged,staged,0.0,neutral,6,6,0.4794094384392301,0.0037565740045078884,0.0039001560062402497
👏,👏,0.0,neutral,1,1,0.4794094384392301,0.0,0.0
😂😂😂😂,😂😂😂😂,0.0,neutral,4,4,0.4794094384392301,0.002253944402704733,0.00234009360374415
Jajajajajajaja la cara de gretta 😭,Hahahahahahaha Gretta's face 😭,0.0,neutral,34,30,0.4794094384392301,0.024793388429752067,0.02262090483619345
Va re parchada jauaja,It's going to be patched hahaha,0.5574,positive,21,31,0.7733192723437912,0.015026296018031557,0.0234009360374415
Soros ya enviará a ayudarla,Soros will send to help her,0.4019,positive,27,27,0.6913261270761929,0.019534184823441023,0.0202808112324493
😂,😂,0.0,neutral,1,1,0.4794094384392301,0.0,0.0
"La gente acá en los comentarios la ve como una guerrillera de izquierda, parce de verdad que es increíble lo limitado mental que puede llegar a ser un colombiano… pero bueno son del mismo montón que critican a otros activistas nacionales por defender saturban y demás..
mi país es hermoso pero carajo su población aveces es realmente incomprensible…","The people here in the comments see her as a left-wing guerrilla, it really seems incredible how mentally limited a Colombian can be... but well, they are from the same bunch that criticize other national activists for defending saturban and others..
my country is beautiful but damn its population sometimes is really incomprehensible...",0.1531,positive,349,338,0.5601370946480358,0.2614575507137491,0.26287051482059287
A esa 🤡🤡 le hace falta una cascada,That 🤡🤡 needs a waterfall,0.0,neutral,34,25,0.4794094384392301,0.024793388429752067,0.0187207488299532
"Por favor amigos escuchen y escuchen con atención tantas cosas pasan por alguna razón mi hermano que trabaja en Carolina PR 🇵🇷 me visitó a mí y a mi familia en abril porque se quedó sin trabajo entonces estaba buscando trabajo aquí en Miami Florida🇺🇸 y conocí un amigo en sus días de universidad. Presenté a la Sra. Nancy, una criptomoneda muy profesional y buena. Al invertir en criptomonedas y protagonizar con solo $ 1000 invirtiendo en criptomonedas y así fue como nuestras vidas cambiaron, obtuvo muchas ganancias después de una semana de invertir en este negocio con @trader_nancyf. Es una persona muy buena y confiable en la que mi familia y yo hemos invertido. en cripto a través de @trader_nancyf hasta la fecha y estamos ganando mucho. Estoy enviando este comentario como testimonio para que las personas que necesitan oportunidades como esta para ganar dinero puedan aprovechar la oportunidad y les puedo asegurar que será una decisión que les cambiará la vida si envían un mensaje a @trader_nancyf hoy que Dios los bendiga 🙏😇 ♥️","Please friends listen and listen carefully so many things happen for some reason my brother who works in Carolina PR 🇵🇷 visited me and my family in April because he lost his job so he was looking for a job here in Miami Florida 🇺🇸 and I met a friend in his college days. I introduced Ms. Nancy, a very professional and good cryptocurrency. Investing in cryptocurrency and starring with only $1000 investing in cryptocurrency and that's how our lives changed, she made a lot of profit after a week of investing in this business with @trader_nancyf. She is a very good and trustworthy person that my family and I have invested in. in crypto through @trader_nancyf to date and we are earning a lot. I am sending this comment as a testimonial so that people who need opportunities like this to make money can take advantage of the opportunity and I can assure you that it will be a life changing decision if you message @trader_nancyf today God bless you 🙏😇 ♥️",0.9873,positive,1040,956,0.9999999999999999,0.7806160781367393,0.7449297971918877
"Me encanta su servicio. No sé cómo lo haces, pero estoy muy, muy feliz de haberte encontrado, y no puedo agradecerte lo suficiente por ayudarme a realizar mi sueño de lograr un ingreso complementario a mi
Negocio administrativo, que he podido disparar a otro nivel con el✅✅✅
dinero extra que gano comerciando con Prime
Ingresos máximos. He probado muchos servicios, pero
nadie, absolutamente nadie, puede igualar tu
registro de operaciones ganadoras. Ahora el suyo es el único servicio que uso y en el que confío, y que necesitaré. ¡Gracias, gracias por su servicio constante y casi perfecto! @FINANCEWITHLEO","I love your service. I don't know how you do it, but I'm so, so happy I found you, and I can't thank you enough for helping me realize my dream of supplementing my income.
Administrative business, which I have been able to shoot to another level with the ✅✅✅
extra money I earn trading with Prime
maximum income. I have tried many services, but
no one, absolutely no one, can match your
record of winning trades. Now yours is the only service I use and trust, and will ever need. Thank you, thank you for your consistent and near perfect service! @FINANCEWITHLEO",0.9707,positive,608,562,0.9912470340100183,0.4560480841472577,0.43759750390015606
🤣,🤣,0.0,neutral,1,1,0.4794094384392301,0.0,0.0
Eso es puro teatro y especulación de una persona que no ha echo nada,That is pure theater and speculation of a person who has not done anything,0.0,neutral,68,74,0.4794094384392301,0.05033809166040571,0.05694227769110764
Es un un teatro. Es estúpido.,It is a theater. It's stupid.,-0.5267,negative,29,29,0.2016873187450567,0.021036814425244178,0.0218408736349454
"Esas personas que luchan por la tierra LO REALMENTE IMPORTANTE, Mientras otros estamos en nuestras vidas de cristal, tienen un lugar reservado en cualquier paraíso bello que se dé después de la muerte. Mil gracias a quienes dan su vida por lo esencial de la misma","Those people who fight for the earth WHAT IS REALLY IMPORTANT, While others are in our crystal lives, they have a reserved place in any beautiful paradise that occurs after death. A thousand thanks to those who give their lives for the essentials of it",0.8426,positive,263,252,0.9237015554969681,0.1968444778362134,0.19578783151326054
Que buenos actores ! 😂😅🤣🤡,What good actors! 😂😅🤣🤡,0.4926,positive,25,22,0.7391510677563933,0.01803155522163787,0.01638065522620905
Vieja ridícula!!!,Ridiculous old lady!!!,-0.5229,negative,17,22,0.20369100975481147,0.012021036814425245,0.01638065522620905
"Puro payaso que se dice llamar activista, eso es lo que son ,, y al final en nada ayudan ,porque vuelven eso es un circo","Pure clown who calls himself an activist, that's what they are, and in the end they don't help at all, because they come back, that's a circus",-0.3089,negative,120,142,0.31653045083047715,0.08940646130728776,0.10998439937597505
Me suena a nueva ministra de minas,Sounds like the new minister of mines,0.3612,positive,34,37,0.6698655417875032,0.024793388429752067,0.028081123244929798
Montaje,Mounting,0.0,neutral,7,8,0.4794094384392301,0.004507888805409466,0.00546021840873635
La quiero ver haciendo lo mismo en países donde en serio contaminan como china,I want to see her doing the same in countries where they seriously pollute like China,-0.296,negative,78,85,0.32333245452148696,0.05785123966942149,0.0655226209048362
Que necesidad 😒,what a need 😒,0.0,neutral,15,13,0.4794094384392301,0.01051840721262209,0.0093603744149766
👏👏👏,👏👏👏,0.0,neutral,3,3,0.4794094384392301,0.0015026296018031554,0.0015600624024961
😂😂😂😂,😂😂😂😂,0.0,neutral,4,4,0.4794094384392301,0.002253944402704733,0.00234009360374415
Pura pataleta de niña privilegiada.,Pure privileged girl tantrum.,0.0258,positive,35,29,0.4930134458212496,0.025544703230653647,0.0218408736349454
Que le lleven presa,Let them take him prisoner,-0.5423,negative,19,26,0.19346163986290532,0.0135236664162284,0.01950078003120125
Que cosa tan actuada!!!,What an acted thing!!!,0.0,neutral,23,22,0.4794094384392301,0.01652892561983471,0.01638065522620905
"Puro teatro, hay videos que demuestran que fué un montaje 😂😂😂","Pure theater, there are videos that show that it was a montage 😂😂😂",0.0,neutral,61,66,0.4794094384392301,0.04507888805409467,0.05070202808112324
Fake news,fake news,-0.4767,negative,9,9,0.22805167413656735,0.006010518407212622,0.0062402496099844
Que pereza con esa chubby,How lazy with that chubby,-0.3612,negative,25,25,0.288953335090957,0.01803155522163787,0.0187207488299532
@chr.hame,@chr.hame,0.0,neutral,9,9,0.4794094384392301,0.006010518407212622,0.0062402496099844
Esa vaina es más actuada,That pod is more acted,0.0,neutral,24,22,0.4794094384392301,0.01728024042073629,0.01638065522620905
😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂,0.0,neutral,9,9,0.4794094384392301,0.006010518407212622,0.0062402496099844
Teatro 🎭,theater 🎭,0.0,neutral,8,9,0.4794094384392301,0.005259203606311044,0.0062402496099844
🤡🤡🤡🤡🤡sa!,🤡🤡🤡🤡🤡sa!,0.0,neutral,8,8,0.4794094384392301,0.005259203606311044,0.00546021840873635
UN CIRCO Y SUS PAYASOS DE IZMIERDA,A CIRCUS AND ITS LEFT CLOWNS,0.0,neutral,34,28,0.4794094384392301,0.024793388429752067,0.02106084243369735
PAYASA,CLOWN,0.0,neutral,6,5,0.4794094384392301,0.0037565740045078884,0.0031201248049922
Ella feliz haciendo lobby politico y sacando fama,She is happy doing political lobbying and gaining fame,0.8442,positive,49,54,0.9245452148694964,0.03606311044327574,0.041341653666146644
"Es todo un teatro, no desinformen!","It's all a theater, do not misinform!",0.0,neutral,34,37,0.4794094384392301,0.024793388429752067,0.028081123244929798
Duro con esa globalista que viaja en aviones de combustible fósil,Tough on that globalist who travels on fossil fuel planes,-0.128,negative,65,57,0.4119166886369628,0.04808414725770098,0.0436817472698908
Video inventado....,Invented video....,0.0,neutral,19,18,0.4794094384392301,0.0135236664162284,0.01326053042121685
Ahora la saca de esa el presidente,Now the president takes her out of that,0.0,neutral,34,39,0.4794094384392301,0.024793388429752067,0.029641185647425898
Puro teatro 👏,Pure theater 👏,0.0,neutral,13,14,0.4794094384392301,0.009015777610818934,0.01014040561622465
🤡🤡🤡,🤡🤡🤡,0.0,neutral,3,3,0.4794094384392301,0.0015026296018031554,0.0015600624024961
slayyyyy,slayyyyy,0.0,neutral,8,8,0.4794094384392301,0.005259203606311044,0.00546021840873635
"Esos títulos engañosos que no son lo que dice la noticia real; nadie la “detuvo”, la movieron de lugar y eso porque el sitio presenta riesgo para la integridad de los manifestantes.
Las diferencias entre el primer y el tercer mundo","Those misleading titles that are not what the real news says; nobody “detained” it, they moved it from place and that because the site presents a risk to the integrity of the protesters.
The differences between the first and the third world",-0.4767,negative,231,240,0.22805167413656735,0.1728024042073629,0.18642745709828393
Feliz,Happy,0.5719,positive,5,5,0.7809649354073291,0.003005259203606311,0.0031201248049922
Es una marioneta de Soros.,It's a Soros puppet.,0.0,neutral,26,20,0.4794094384392301,0.018782870022539446,0.014820592823712949
"El día que aprendamos a ayudar dando soluciones y no problemas, entonces avanzaremos para que este sea un mundo mejor!!!","The day we learn to help by giving solutions and not problems, then we will move forward to make this a better world!!!",0.9064,positive,120,119,0.9573424729765356,0.08940646130728776,0.0920436817472699
"Ella solo es una figura, la están usando como tal para poder sensibilizar la visión de algunos...","She is just a figure, they are using her as such to be able to sensitize the vision of some...",0.25,positive,97,94,0.6112312153967835,0.07212622088655146,0.07254290171606866
@alix_lizcano su cara con esa mano de chicharrón,@alix_lizcano his face with that chicharrón hand,0.4939,positive,48,48,0.7398365409965726,0.035311795642374154,0.03666146645865835
