es,en,scores,qualify,Espanish_length,English_length,zero,uno,dos
Con terroristas no se negocea👏 aqui que los grupos armados han hecho mil veces lo mismo que es desmovilizar cabecillas mientras se deja un brazo armado a titulo de dicidencias no dejan de delinquir ni narcotraficar y usan el vehiculo de la paz para canar territorio y fortalecerse.Les siguen creyendo ese cuento de paz.,"You don't negotiate with terrorists 👏 here that the armed groups have done the same thing a thousand times, which is to demobilize leaders while leaving an armed arm as a decision, they do not stop committing crimes or drug trafficking and use the vehicle of peace to destroy territory and strengthen themselves. They continue to believe that tale of peace.",0.8677,positive,319,357,0.9542055592800783,0.34945054945054943,0.41251448435689453
MEJOR PRESENTE DEL MUNDO MUNDIAL. - CERO IMPUNIDAD @nayibbukele 👏🔥,BEST PRESENT IN THE WORLD WORLD. - ZERO IMPUNITY @nayibbukele 👏🔥,0.7125,positive,66,64,0.8741684286524676,0.07142857142857144,0.07300115874855156
Definitivamente tenemos el peor presidente de toda la historia de Colombia... Bukele dando ejemplo 👏👏,We definitely have the worst president in the entire history of Colombia... Bukele setting an example 👏👏,-0.34,negative,101,104,0.3313908514259192,0.10989010989010989,0.11935110081112399
Necesitamos uno en colombia 🙏🏼🙏🏼🙏🏼,We need one in Colombia 🙏🏼🙏🏼🙏🏼,0.0,neutral,34,30,0.5067299262544479,0.03626373626373626,0.03360370799536501
Necesitamos a este señor en Colombia 😢,We need this man in Colombia 😢,0.0,neutral,38,30,0.5067299262544479,0.040659340659340654,0.03360370799536501
Mi presi de otro país 🫶,My president from another country 🫶,0.0,neutral,23,35,0.5067299262544479,0.024175824175824177,0.03939745075318656
"Y acá Petro los quiere dejar salir, deberían poner a construir cárceles así a los presos actuales, que se ganen el sustento diario.","And here Petro wants to let them out, they should build prisons like this for the current prisoners, so that they can earn their daily livelihood.",0.0,neutral,131,146,0.5067299262544479,0.14285714285714285,0.16801853997682503
Y acá en Colombia les dan curules y un millón mensuales 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,And here in Colombia they give them seats and a million a month,0.0,neutral,71,63,0.5067299262544479,0.07692307692307693,0.07184241019698726
@gustavopetrourrego y si tomamos nota?,@gustavopetrourrego and if we take note?,0.0,neutral,38,40,0.5067299262544479,0.040659340659340654,0.045191193511008115
"Aquí los dejan en libertad con salario de 1 millón (gestores de paz), @gustavopetrourrego toma nota como se gobierna no es solo twitter","Here they are released with a salary of 1 million (peace managers), @gustavopetrourrego take note of how it is governed, it is not just twitter",0.0,neutral,135,143,0.5067299262544479,0.14725274725274726,0.1645422943221321
Este si sabe para que es el puesto de presidente,He does know what the position of president is for,0.0,neutral,48,50,0.5067299262544479,0.051648351648351645,0.056778679026651215
Hoy conocí la envidia 😢,Today I met envy 😢,-0.2732,negative,23,18,0.3658398225981125,0.024175824175824177,0.01969872537659328
Tráiganlos a Colombia. Aquí serían gestores de paz 🤡🎪,Bring them to Colombia. Here they would be peace managers 🤡🎪,0.5423,positive,53,60,0.7863957506059511,0.05714285714285714,0.06836616454229433
Ojalá que petro vea esto,I hope petro sees this,0.4404,positive,24,22,0.7338455984735186,0.025274725274725275,0.02433371958285052
"Epa, más cárceles, así se hace, para problemas complejos soluciones simplistas a la lata 😍. Eso nunca sale mal 👏","Hey, more jails, that's how it's done, for complex problems, simplistic solutions to the can 😍. That never goes wrong 👏",0.1416,positive,112,119,0.5797534938889175,0.12197802197802199,0.13673232908458866
Acá tenemos a Barrabas pero de Presi. Soltando reos y a toda su cúpula de Amiguis,Here we have Barrabas but from Presi. Releasing inmates and their entire dome of Amiguis,0.0,neutral,81,88,0.5067299262544479,0.08791208791208792,0.10081112398609501
Y aquí nuestro querido presidente 🤡 queriéndolos premiar 🙄,And here our dear president 🤡 wanting to reward you 🙄,0.743,positive,58,53,0.8898973750709092,0.06263736263736264,0.06025492468134415
Y aqui los quieren sacar a producir en el dia. Y dormir encarcelados de castigo.,And here they want to take them out to produce in the day. And sleep imprisoned for punishment.,-0.7096,negative,80,95,0.14078696302408328,0.08681318681318681,0.10892236384704519
👏👏👏👏 tomen ejemplo de cómo se cambia un país.,👏👏👏👏 take an example of how a country is changed.,0.0,neutral,45,49,0.5067299262544479,0.048351648351648346,0.055619930475086905
"A este man le critican muchas cosas, pero vaya que es diciendo y haciendo","This man is criticized for many things, but what is he saying and doing",-0.1901,negative,73,71,0.40869475529884997,0.07912087912087913,0.08111239860950174
😍😍 ! Y aquí llamándolos voceros de paz y pagándoles.,😍😍! And here calling them spokesmen for peace and paying them.,0.5848,positive,52,62,0.8083131349595172,0.05604395604395604,0.07068366164542295
En cambio aquí van a bajar los indices porque van a cambiar la forma de catalogar a aquellos que merecen estar ahi…. Mediocridad,"On the other hand, here the indexes are going to drop because they are going to change the way of cataloging those who deserve to be there…. Mediocrity",0.2023,positive,128,151,0.6110566757774225,0.13956043956043956,0.17381228273464658
Habrá alguna forma de nacionalizar a Bukele??? Lo necesitamos Urgente!!!,Will there be any way to nationalize Bukele??? We need it urgently!!!,0.0,neutral,72,69,0.5067299262544479,0.07802197802197802,0.07879490150637311
Este hombre es un ejemplo para el mundo de dedicación y compromiso!.. sobre todo! De poner primeramente a Dios ante cualquier situación 👏🙌❤️❤️,This man is an example to the world of dedication and commitment!.. above all! To put God first in any situation 👏🙌❤️❤️,0.3987,positive,142,119,0.7123407766489608,0.15494505494505495,0.13673232908458866
En Colombia existe el perdón social con bono de un millón de pesos 🙄🙄🙄,In Colombia there is social forgiveness with a bonus of one million pesos 🙄🙄🙄,0.6808,positive,70,77,0.8578206384405136,0.07582417582417583,0.0880648899188876
"Ojalá algún día exista un mandatario así en Colombia, lastima que ahora tenemos a un guerrillero y leguleyo.","Hopefully one day there will be a president like that in Colombia, it's a pity that now we have a guerrilla and a lawyer.",0.4588,positive,108,121,0.7433345366407096,0.11758241758241758,0.13904982618771727
Ejemplo latinoamericano!,Latin American example!,0.0,neutral,24,23,0.5067299262544479,0.025274725274725275,0.025492468134414834
Bukele te necesitamos en colombia,Bukele we need you in Colombia,0.0,neutral,33,30,0.5067299262544479,0.035164835164835165,0.03360370799536501
Este Man es todo lo que está bien en materia política 👏,This Man is everything that is right in political matters 👏,0.0258,positive,55,59,0.5200350678149657,0.05934065934065934,0.06720741599073002
"Evidentemente no tienen ni idea de sociología jurídica, más cárceles no es la solución, hay que tratar el problema de fondo,aumentar las oportunidades, fomentar el empleo y la educación, tratar el problema de fondo. En fin, populismo.","Obviously they have no idea of ​​legal sociology, more prisons is not the solution, we must deal with the underlying problem, increase opportunities, promote employment and education, address the underlying problem. Finally, populism.",-0.2644,negative,234,234,0.3703780104172038,0.256043956043956,0.2699884125144843
Pero en Colombia se llama gestores de Paz 💅🏻,But in Colombia it is called peace managers 💅🏻,0.6956,positive,44,46,0.8654530452271672,0.04725274725274725,0.05214368482039398
Así es que es!,That's how it is!,0.0,neutral,14,17,0.5067299262544479,0.014285714285714287,0.01853997682502897
Ese man nunca dejará de ser presidente,That man will never stop being president,0.2235,positive,38,40,0.6219895827961425,0.040659340659340654,0.045191193511008115
Eso sí es un presidente!!👏👏👏👏,Now that's a president!!👏👏👏👏,0.0,neutral,29,28,0.5067299262544479,0.030769230769230767,0.031286210892236384
@gustavopetrourrego siéntate y observa,@gustavopetrourrego sit back and watch,0.0,neutral,38,38,0.5067299262544479,0.040659340659340654,0.04287369640787949
"La construyen en Colombia y vale tres veces más, se la entregan al inpec y comienza la mafia..celulares, televisores, extorsión desde la cárcel, etc","They build it in Colombia and it is worth three times more, they hand it over to the inpec and the mafia begins... cell phones, televisions, extortion from jail, etc.",0.6573,positive,148,166,0.8457016141508946,0.16153846153846155,0.19119351100811124
LOGICO EXELENTE LA SOLUCION ES ESA NO EXCARCELANDOLOS COMO PRETENDE EL PRESIDENTE TOCA ES HACER MAS CARCELES NO PODEMOS CAER EN IMPUNIDAD SE DEBE PRETEGER LAS VICTIMAS.,"LOGICALLY EXCELLENT THE SOLUTION IS THAT NOT TO RELEASE THEM AS THE PRESIDENT INTENDS, TOCA IS TO MAKE MORE PRISONS WE CANNOT FALL IN IMPUNITY THE VICTIMS MUST BE PROTECTED.",0.765,positive,168,173,0.9012428446186375,0.18351648351648353,0.1993047508690614
Te amo Nayib,I love you Najib,0.6369,positive,12,16,0.835181269661183,0.012087912087912088,0.01738122827346466
Este man no está jugando jummmm👏👏,This man is not playing jummmm 👏👏,-0.1511,negative,33,33,0.4288071785880047,0.035164835164835165,0.03707995365005794
Y el payaso de este país queriéndolos sacar a la calle,And the clown of this country wanting to take us out on the street,0.0,neutral,54,66,0.5067299262544479,0.058241758241758236,0.07531865585168018
"Que envidia tener un presidente así! El que tenemos acá premia a los chirretes, y los quiere sacar de la cárcel. Y los petristas contentos con esa vaina.","How envious to have a president like that! The one we have here rewards the chirretes, and wants to get them out of jail. And the petristas happy with that pod.",0.8172,positive,153,160,0.9281625496364292,0.16703296703296705,0.1842410196987254
"Mientras tanto en Colombia, proponiendo que algunos delitos dejen de ser llamados delitos para que muchos angelitos no sean llamados delincuentes 😂😂😂","Meanwhile in Colombia, proposing that some crimes stop being called crimes so that many little angels are not called criminals 😂😂😂",0.2018,positive,149,130,0.6107988241967923,0.16263736263736264,0.14947856315179606
Y acá pensando en soltarlos y pagarles jajajaja,And here thinking about releasing them and paying them hahahaha,0.0,neutral,47,63,0.5067299262544479,0.05054945054945054,0.07184241019698726
Lo que falta aquí🤡🤡🤡,What's missing here 🤡🤡🤡,-0.296,negative,20,23,0.3540817905213759,0.020879120879120878,0.025492468134414834
Se imaginan en vez de esa maravillosa carcel...8 ..mega colegios...??....,Can you imagine instead of that wonderful jail...8 ..mega schools...??....,0.6199,positive,73,74,0.8264143159197566,0.07912087912087913,0.08458864426419467
Ese man es la v.e.r.g.a👏🏻,That man is the v.e.r.g.a👏🏻,0.0,neutral,25,27,0.5067299262544479,0.026373626373626374,0.030127462340672075
"Con el ""cambio"" serían 40.000 mil gestores de paz en Colombia, con subsidios y cargos políticos... En unos años próximos presidentes...","With the ""change"" there would be 40,000 peace managers in Colombia, with subsidies and political positions... In a few years to come, presidents...",0.5423,positive,135,147,0.7863957506059511,0.14725274725274726,0.16917728852838934
Cual pandilleros? Son gestores de paz,which gang members? They are peace managers,0.5423,positive,37,43,0.7863957506059511,0.03956043956043956,0.04866743916570104
Tiene que ser el presidente de América latina obligado,It has to be the president of Latin America obliged,0.0,neutral,54,51,0.5067299262544479,0.058241758241758236,0.05793742757821553
En Colombia la solución al hacinamiento en las cárceles es dar libertades a los presos y quitarle el carácter de delito a algunas conductas que actualmente lo son.,"In Colombia, the solution to overcrowding in prisons is to give prisoners freedom and remove the character of a crime from some behaviors that currently are.",-0.0772,negative,163,157,0.4669176422051467,0.17802197802197803,0.18076477404403243
Lo necesitamos en Colombia,We need it in Colombia,0.0,neutral,26,22,0.5067299262544479,0.027472527472527472,0.02433371958285052
Jajaja y nuestro presidente más bien sacando los presos,Hahaha and our president rather taking out the prisoners,0.0772,positive,55,56,0.5465422103037492,0.05934065934065934,0.06373117033603708
El presidente que necesita Colombia,The president that Colombia needs,0.0,neutral,35,33,0.5067299262544479,0.03736263736263736,0.03707995365005794
Petro les haria un hotel 5 estrellas,Petro would make them a 5-star hotel,0.0,neutral,36,36,0.5067299262544479,0.03846153846153846,0.04055619930475087
Igualito al q tenemos acá q los premia 😢,Just like the one we have here that rewards them 😢,0.6808,positive,40,50,0.8578206384405136,0.04285714285714285,0.056778679026651215
👏👏👏👏👏👏👏. Bukele Style,👏👏👏👏👏👏👏. Bukele Style,0.0,neutral,21,21,0.5067299262544479,0.02197802197802198,0.023174971031286212
Me encanta este presidente😍👏👏👏👏,I love this president😍👏👏👏👏,0.6369,positive,31,26,0.835181269661183,0.03296703296703296,0.028968713789107765
"Muy bien👏,ojalá también haga algo por mejorar la economía","Very good👏, I hope he also does something to improve the economy",0.7251,positive,57,64,0.8806662884843484,0.061538461538461535,0.07300115874855156
Q man tan mostro 👏👏,What a man so showed 👏👏,0.0,neutral,19,23,0.5067299262544479,0.01978021978021978,0.025492468134414834
Yo pensando que petro sería igual que él 🤡😂,Me thinking that petro would be the same as him 🤡😂,0.0,neutral,43,50,0.5067299262544479,0.04615384615384615,0.056778679026651215
Ídolo! 👏🏻,Idol! 👏🏻,0.0,neutral,9,8,0.5067299262544479,0.008791208791208791,0.008111239860950173
Y el 🤡 de aquí es porque los quiere soltar y ponerles un sueldito 😂🎪,And the 🤡 here is because he wants to release them and give them a little salary 😂🎪,0.0,neutral,68,83,0.5067299262544479,0.07362637362637363,0.09501738122827347
"Así es que es, y comida una sola vez al día.","That's how it is, and eaten only once a day.",0.0,neutral,44,44,0.5067299262544479,0.04725274725274725,0.04982618771726535
Y Mientras aquí en colombia ?,And while here in Colombia?,0.0,neutral,29,27,0.5067299262544479,0.030769230769230767,0.030127462340672075
Estoy a esto 🤏🏽 de irme pa El Salvador 😬,I'm this far 🤏🏽 from leaving for El Salvador 😬,0.0,neutral,40,46,0.5067299262544479,0.04285714285714285,0.05214368482039398
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral,5,5,0.5067299262544479,0.004395604395604396,0.004634994206257242
Los fachitos dando like en 3…2…1,The fachitos giving like in 3…2…1,0.5994,positive,32,33,0.8158424011139188,0.03406593406593406,0.03707995365005794
👏👏,👏👏,0.0,neutral,2,2,0.5067299262544479,0.001098901098901099,0.0011587485515643105
"En colombia los soltamos, les pagamos y les regalamos el pais","In Colombia we release them, we pay them and we give them the country as a gift",0.3612,positive,61,79,0.6930019081016966,0.06593406593406594,0.09038238702201622
👏👏👏👏,👏👏👏👏,0.0,neutral,4,4,0.5067299262544479,0.0032967032967032967,0.0034762456546929316
Like para que sea presidente de LATAM 😂,Like to be president of LATAM 😂,0.3612,positive,39,31,0.6930019081016966,0.041758241758241756,0.03476245654692932
Hay necesitamos una urgente en Colombia,There is an urgent need in Colombia,0.2023,positive,39,35,0.6110566757774225,0.041758241758241756,0.03939745075318656
Aquí les quieren dar un millón 🫠😅,Here they want to give you a million 🫠😅,0.0772,positive,33,39,0.5465422103037492,0.035164835164835165,0.0440324449594438
"Allá los quieren apaciguar, acá les diremos ""Gestores de Paz"" con sueldo incluido.","There they want to appease them, here we will call them ""Peace Managers"" with salary included.",0.7096,positive,82,94,0.8726728894848126,0.08901098901098901,0.10776361529548088
Que venga a Colombia a ver si el de aquí y su equipo de ineptos aprenden a gobernar,Let him come to Colombia to see if the one here and his team of inept learn to govern,0.0,neutral,83,85,0.5067299262544479,0.09010989010989011,0.09733487833140209
Desde ya a buscar un Bukele en Colombia para dentro de tres anos!!! 🙏,From now on to look for a Bukele in Colombia for three years from now!!! 🙏,0.0,neutral,69,74,0.5067299262544479,0.07472527472527472,0.08458864426419467
Este hombre Nayib Bukele es mi ídolo,This man Nayib Bukele is my idol,0.0,neutral,36,32,0.5067299262544479,0.03846153846153846,0.03592120509849363
Dictador......,Dictator......,0.0,neutral,14,14,0.5067299262544479,0.014285714285714287,0.015063731170336036
Se podrán decir muchas cosas pero el pueblo salvadoreño tiene seguridad,"Many things can be said, but the Salvadoran people have security",0.4767,positive,71,64,0.7525656232272704,0.07692307692307693,0.07300115874855156
No olvidemos que el fin de la pena es la resocializacion.,Let's not forget that the end of the penalty is resocialization.,-0.3257,negative,57,64,0.33876540663194266,0.061538461538461535,0.07300115874855156
"Y si decimos como el nuestro: Si no le decimos pandilleros, no serán pandilleros. Ahhhhhhh son Gestores de Paz","And if we say like ours: If we don't call them gang members, they won't be gang members. Ahhhhhhh they are Peace Managers",0.7184,positive,110,121,0.8772110773039039,0.11978021978021978,0.13904982618771727
Te propongo un sueño 😍 @gustavopetrourrego 🙌,I propose a dream 😍 @gustavopetrourrego 🙌,0.25,positive,44,41,0.6356557165695426,0.04725274725274725,0.046349942062572425
"Pero acá nuestro súper presidente de Narnia, quiere quitar el nombre de delito a los delitos y así tendríamos menos DELITOS 😮😂😂😂",But here our super president of Narnia wants to remove the name of crime from crimes and so we would have fewer CRIMES 😮😂😂😂,0.1531,positive,128,123,0.5856840802434119,0.13956043956043956,0.1413673232908459
Y aquí con esa ridiculez de presidente,And here with that ridiculous president,-0.3612,negative,38,39,0.3204579444071992,0.040659340659340654,0.0440324449594438
"Hay que nacionalizar a @nayibbukele aqui el señor @gustavopetrourrego hace todo lo contrario, dejar libre a los bandidos que promueven el desorden y la destrucción de empresas y negocios.","You have to nationalize @nayibbukele here Mr. @gustavopetrourrego does the opposite, free the bandits who promote disorder and destruction of companies and businesses.",-0.128,negative,187,167,0.44071992161311946,0.2043956043956044,0.19235225955967555
Sera que este man no quiere ser presidente de colombia 👏👏👏 te amo nayib,It will be that this man does not want to be president of Colombia 👏👏👏 I love you nayib,0.6096,positive,71,87,0.8211025733587747,0.07692307692307693,0.0996523754345307
Y aquí en Colombia con las cárceles sobrepobladas… hay que aprender,And here in Colombia with overcrowded prisons... you have to learn,0.0,neutral,67,66,0.5067299262544479,0.07252747252747253,0.07531865585168018
Y acá quieren sacarlos jajajjs,And here they want to take them out hahaha,0.5994,positive,30,42,0.8158424011139188,0.031868131868131866,0.047508690614136734
Y el de acá … quiere meter preso a los que hacen UBER y liberar por la mañana a los bandidos y tras de eso darles un pago mensual 😂👏👏👏 #polombia,And the one here... wants to put those who do UBER in jail and release the bandits in the morning and after that give them a monthly payment 😂👏👏👏 #polombia,0.0,neutral,144,155,0.5067299262544479,0.15714285714285714,0.17844727694090382
"No entiendo por qué Colombia no sigue este ejemplo….asi es que se combate a los criminales, buenas y grandes cárceles y mas dureza en las condenas!","I don't understand why Colombia doesn't follow this example…so they fight criminals, good and big prisons and tougher sentences!",-0.4199,negative,147,128,0.29018616884121495,0.16043956043956045,0.14716106604866744
Ese man me prueba la 🍲,That man proves me the 🍲,0.0,neutral,22,24,0.5067299262544479,0.023076923076923078,0.026651216685979143
👏👏👏👏👏👏👏eres el mejor,👏👏👏👏👏👏👏 you are the best,0.6369,positive,20,24,0.835181269661183,0.020879120879120878,0.026651216685979143
"@gustavopetrourrego APRENDA!!!! Te lo rogamos, aprenda lo que es estar en pro de la seguridad del pueblo! Que te cuesta viejo? 😭😭😭😭","@gustavopetrourrego LEARN!!!! We beg you, learn what it is to be in favor of the safety of the people! What's wrong with you old man? 😭😭😭😭",0.5526,positive,131,138,0.791707493166933,0.14285714285714285,0.15874855156431053
Necesitamos más presidentes como el! Y menos como Petro y maduro,We need more presidents like him! And less like Petro and mature,0.8248,positive,64,64,0.9320818936620081,0.06923076923076923,0.07300115874855156
Vea @gustavopetrourrego cojaaaa ejemplo 🤡😒,See @gustavopetrourrego take an example 🤡😒,0.0,neutral,42,42,0.5067299262544479,0.045054945054945054,0.047508690614136734
Necesitamos un presidente así para colombia,We need a president like that for Colombia,0.3612,positive,43,42,0.6930019081016966,0.04615384615384615,0.047508690614136734
Espectacular... y acá los quieren dejar libres para que no se depriman.,Spectacular... and here they want to set them free so they don't get depressed.,0.7432,positive,71,79,0.8900005157031612,0.07692307692307693,0.09038238702201622
"Importante construccion, habría pues que garantizar los DDHH en el marco de evitar la violación de derechos en el afán de castigar la delincuencia. Supongo que esa cárcel también va de la mano con una aplicación rigurosa y bien cuidada de la justicia, se esperaría que sí... Hay que recordar que, aún delante del más nefasto criminal, el estado debe comportarse como estado y garantizar un debido proceso. El estado no se comporta como se comportan los criminales.","Important construction, it would therefore be necessary to guarantee human rights in the framework of avoiding the violation of rights in an effort to punish crime. I suppose that this jail also goes hand in hand with a rigorous and well-cared application of justice, one would hope so... It must be remembered that, even in the face of the most nefarious criminal, the state must behave as a state and guarantee due process . The state does not behave as criminals behave.",0.3004,positive,464,473,0.6616471558970656,0.5087912087912088,0.5469293163383546
El presidente que uno sueña 😍🤩 @cjaram30,The president that one dreams of 😍🤩 @cjaram30,0.4019,positive,40,45,0.713991026764994,0.04285714285714285,0.05098493626882966
"Ojalá inaugure muchas universidades también…pues, si quiere..es opcional 🤷🏻‍♂️","I hope I open many universities too...well, if you want...it's optional 🤷🏻‍♂️",0.4404,positive,78,77,0.7338455984735186,0.08461538461538462,0.0880648899188876
👏👏👏👏👏 gran presidente barbaro!,👏👏👏👏👏 great barbarian president!,0.6588,positive,30,32,0.8464751688927853,0.031868131868131866,0.03592120509849363
Pero aquí en Colombia les permiten todo porque es una falta de respeto contra los derechos humanos de los pobres angelitos. Pobrecitos 😢😢😢,But here in Colombia they allow everything because it is a lack of respect for the human rights of the poor little angels. Poor little ones 😢😢😢,-0.6522,negative,138,143,0.170388324480429,0.15054945054945054,0.1645422943221321
En colombia serian 40 mil millones de pesos mensuales para nuestros queridos gestores de paz ☺️,In Colombia it would be 40 billion pesos per month for our beloved peace managers ☺️,0.7783,positive,95,84,0.9081016966634006,0.1032967032967033,0.09617612977983778
"Construída en menos de un año, sin duda alguna el mejor presidente, que afortunados Los Salvadoreños, aquí en Colombia a los delicuentes los quieren dejar libres.","Built in less than a year, without a doubt the best president, how lucky the Salvadorans, here in Colombia they want to set criminals free.",0.1134,positive,162,139,0.5652106647413748,0.17692307692307693,0.15990730011587487
COLOMBIA NECESITA UN BUKELE....URGENTE! ..,COLOMBIA NEEDS A BUKELE... URGENTLY! ..,0.0,neutral,42,39,0.5067299262544479,0.045054945054945054,0.0440324449594438
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral,5,5,0.5067299262544479,0.004395604395604396,0.004634994206257242
Nayib te amo 😍,Najib I love you 😍,0.6369,positive,14,18,0.835181269661183,0.014285714285714287,0.01969872537659328
